"AS OF DATE","PROCESSED DATE","SOURCE NAME 1","SOURCE NAME 2","FUND","MODEL","TYPE","DESCRIPTION","CATEGORY","SHARES","PRICE","TOTAL"
"2022-02-24","2022-02-28","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.5770000000","13.860000","8.000"
"2022-03-10","2022-03-14","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.5880000000","13.620000","8.000"
"2022-03-24","2022-03-28","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.5820000000","13.740000","8.000"
"2022-03-30","2022-03-30","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0070000000","13.730000","0.090"
"2024-12-10","2024-12-10","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0280000000","13.880000","-0.390"
"2024-12-12","2024-12-16","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3630000000","13.790000","5.000"
"2025-01-02","2025-01-02","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0630000000","13.110000","0.830"
"2025-01-02","2025-01-02","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","1.3590000000","13.110000","17.820"
"2025-01-02","2025-01-02","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.6850000000","13.110000","8.980"
"2024-12-26","2024-12-30","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3670000000","13.630000","5.000"
"2024-10-11","2024-10-11","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0270000000","13.720000","-0.370"
"2024-10-17","2024-10-21","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3630000000","13.780000","5.000"
"2024-10-31","2024-11-04","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3690000000","13.560000","5.000"
"2024-11-15","2024-11-15","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0280000000","13.640000","-0.380"
"2024-11-14","2024-11-18","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3680000000","13.600000","5.000"
"2024-11-27","2024-11-29","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3630000000","13.770000","5.000"
"2024-08-22","2024-08-26","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3640000000","13.730000","5.000"
"2024-09-05","2024-09-09","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3670000000","13.620000","5.000"
"2024-09-13","2024-09-13","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0270000000","13.760000","-0.370"
"2024-09-19","2024-09-23","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3610000000","13.850000","5.000"
"2024-10-01","2024-10-01","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.3250000000","13.840000","4.500"
"2024-10-03","2024-10-07","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3640000000","13.750000","5.000"
"2024-07-02","2024-07-02","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.3950000000","13.240000","5.230"
"2024-07-11","2024-07-11","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0250000000","13.410000","-0.330"
"2024-07-11","2024-07-12","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3720000000","13.440000","5.000"
"2024-07-25","2024-07-26","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3750000000","13.330000","5.000"
"2024-08-08","2024-08-09","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3740000000","13.380000","5.000"
"2024-08-13","2024-08-13","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0270000000","13.430000","-0.360"
"2024-05-10","2024-05-10","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0300000000","13.180000","-0.390"
"2024-05-16","2024-05-20","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3770000000","13.280000","5.000"
"2024-05-30","2024-06-03","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3780000000","13.220000","5.000"
"2024-06-13","2024-06-13","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0250000000","13.340000","-0.330"
"2024-06-13","2024-06-14","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3740000000","13.370000","5.000"
"2024-06-27","2024-07-01","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3780000000","13.240000","5.000"
"2024-03-21","2024-03-26","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3780000000","13.240000","5.000"
"2024-03-29","2024-03-29","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.2140000000","13.230000","2.830"
"2024-04-04","2024-04-08","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3810000000","13.140000","5.000"
"2024-04-12","2024-04-12","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0310000000","13.070000","-0.400"
"2024-04-18","2024-04-22","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3880000000","12.890000","5.000"
"2024-05-06","2024-05-06","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3820000000","13.100000","5.000"
"2024-01-25","2024-01-29","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3820000000","12.960000","4.950"
"2024-02-08","2024-02-09","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3800000000","13.010000","4.950"
"2024-02-12","2024-02-12","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","13.020000","-0.130"
"2024-02-22","2024-02-23","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3830000000","13.060000","5.000"
"2024-03-07","2024-03-11","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3780000000","13.230000","5.000"
"2024-03-14","2024-03-14","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0290000000","13.220000","-0.380"
"2023-12-29","2023-12-29","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0370000000","13.060000","0.480"
"2023-12-29","2023-12-29","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.3960000000","13.060000","5.170"
"2023-12-29","2023-12-29","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.6090000000","13.060000","7.960"
"2023-12-28","2023-12-29","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3800000000","13.030000","4.950"
"2024-01-12","2024-01-12","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3820000000","12.960000","4.950"
"2024-01-12","2024-01-12","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","12.960000","-0.130"
"2023-11-02","2023-11-03","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3980000000","12.450000","4.950"
"2023-11-08","2023-11-08","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","12.540000","-0.150"
"2023-11-16","2023-11-20","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3890000000","12.740000","4.950"
"2023-11-30","2023-12-01","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3850000000","12.870000","4.950"
"2023-12-11","2023-12-11","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","12.970000","-0.160"
"2023-12-14","2023-12-15","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3740000000","13.240000","4.950"
"2023-09-11","2023-09-11","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","12.730000","-0.150"
"2023-09-21","2023-09-22","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6880000000","12.580000","8.660"
"2023-09-29","2023-09-29","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.2350000000","12.400000","2.920"
"2023-10-05","2023-10-06","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.7020000000","12.330000","8.660"
"2023-10-18","2023-10-18","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","12.400000","-0.150"
"2023-10-19","2023-10-20","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.4030000000","12.270000","4.950"
"2023-07-14","2023-07-14","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0110000000","12.940000","-0.140"
"2023-07-27","2023-07-31","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6690000000","12.950000","8.660"
"2023-08-09","2023-08-09","EMPLOYEE 401(k)","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","12.840000","-0.150"
"2023-08-10","2023-08-11","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6770000000","12.800000","8.660"
"2023-08-24","2023-08-28","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6830000000","12.680000","8.660"
"2023-09-07","2023-09-11","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6800000000","12.730000","8.660"
"2025-02-12","2025-02-12","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0110000000","38.900000","-0.430"
"2025-02-06","2025-02-10","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3220000000","38.770000","12.500"
"2025-01-23","2025-01-24","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3230000000","38.720000","12.500"
"2025-01-14","2025-01-14","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0110000000","37.470000","-0.420"
"2025-01-09","2025-01-13","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3330000000","37.500000","12.500"
"2023-07-13","2023-07-14","EMPLOYEE 401(k)","","VTINX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6690000000","12.940000","8.660"
"2023-08-24","2023-08-28","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6390000000","33.860000","21.650"
"2023-08-10","2023-08-11","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6290000000","34.410000","21.650"
"2023-08-09","2023-08-09","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0110000000","34.510000","-0.370"
"2023-07-27","2023-07-31","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6170000000","35.080000","21.650"
"2023-07-14","2023-07-14","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","34.880000","-0.350"
"2023-07-13","2023-07-14","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6210000000","34.880000","21.650"
"2023-10-19","2023-10-20","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3780000000","32.740000","12.380"
"2023-10-18","2023-10-18","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0110000000","33.320000","-0.380"
"2023-10-05","2023-10-06","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6580000000","32.880000","21.650"
"2023-09-21","2023-09-22","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6460000000","33.490000","21.650"
"2023-09-11","2023-09-11","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0110000000","34.070000","-0.380"
"2023-09-07","2023-09-11","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.6350000000","34.070000","21.650"
"2023-12-14","2023-12-15","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3440000000","35.980000","12.380"
"2023-12-11","2023-12-11","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","35.100000","-0.410"
"2023-11-30","2023-12-01","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3560000000","34.790000","12.380"
"2023-11-16","2023-11-20","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3600000000","34.400000","12.380"
"2023-11-08","2023-11-08","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0110000000","33.560000","-0.380"
"2023-11-02","2023-11-03","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3730000000","33.230000","12.380"
"2024-02-08","2024-02-09","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3460000000","35.780000","12.380"
"2024-01-25","2024-01-29","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3490000000","35.470000","12.380"
"2024-01-12","2024-01-12","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0090000000","35.270000","-0.320"
"2024-01-12","2024-01-12","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3510000000","35.270000","12.380"
"2023-12-28","2023-12-29","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3480000000","35.540000","12.380"
"2023-12-29","2023-12-29","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","1.0140000000","35.570000","36.060"
"2024-04-04","2024-04-08","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3400000000","36.790000","12.500"
"2024-03-21","2024-03-26","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3390000000","36.890000","12.500"
"2024-03-14","2024-03-14","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0090000000","36.760000","-0.340"
"2024-03-07","2024-03-11","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3410000000","36.690000","12.500"
"2024-02-22","2024-02-23","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3450000000","36.190000","12.500"
"2024-02-12","2024-02-12","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0090000000","35.870000","-0.330"
"2024-05-30","2024-06-03","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3370000000","37.140000","12.500"
"2024-05-16","2024-05-20","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3340000000","37.430000","12.500"
"2024-05-10","2024-05-10","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0090000000","36.960000","-0.350"
"2024-05-06","2024-05-06","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3410000000","36.610000","12.500"
"2024-04-18","2024-04-22","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3510000000","35.650000","12.500"
"2024-04-12","2024-04-12","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","36.640000","-0.350"
"2024-07-25","2024-07-26","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3310000000","37.750000","12.500"
"2024-07-11","2024-07-12","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3250000000","38.420000","12.500"
"2024-07-11","2024-07-11","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","38.380000","-0.370"
"2024-06-27","2024-07-01","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3320000000","37.610000","12.500"
"2024-06-13","2024-06-14","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3320000000","37.630000","12.500"
"2024-06-13","2024-06-13","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","37.630000","-0.370"
"2024-09-19","2024-09-23","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3160000000","39.530000","12.500"
"2024-09-13","2024-09-13","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","39.060000","-0.400"
"2024-09-05","2024-09-09","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3260000000","38.350000","12.500"
"2024-08-22","2024-08-26","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3190000000","39.190000","12.500"
"2024-08-13","2024-08-13","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","37.760000","-0.390"
"2024-08-08","2024-08-09","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3320000000","37.600000","12.500"
"2024-11-14","2024-11-18","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3180000000","39.270000","12.500"
"2024-11-15","2024-11-15","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","39.520000","-0.400"
"2024-10-31","2024-11-04","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3200000000","39.080000","12.500"
"2024-10-17","2024-10-21","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3130000000","39.920000","12.500"
"2024-10-11","2024-10-11","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","39.630000","-0.410"
"2024-10-03","2024-10-07","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3140000000","39.750000","12.500"
"2025-01-02","2025-01-02","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0210000000","37.960000","0.810"
"2025-01-02","2025-01-02","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","1.3360000000","37.960000","50.720"
"2025-01-02","2025-01-02","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.4170000000","37.960000","15.840"
"2024-12-12","2024-12-16","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3120000000","40.090000","12.500"
"2024-12-10","2024-12-10","EMPLOYEE 401(k)","","VTHRX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0100000000","40.390000","-0.420"
"2024-11-27","2024-11-29","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3130000000","39.940000","12.500"
"2022-03-24","2022-03-28","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2210000000","36.190000","8.000"
"2022-03-10","2022-03-14","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2300000000","34.820000","8.000"
"2022-02-24","2022-02-28","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2210000000","36.190000","8.000"
"2022-02-16","2022-02-16","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.2690000000","36.740000","9.830"
"2022-02-10","2022-02-14","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2190000000","36.550000","8.000"
"2024-12-26","2024-12-30","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.3170000000","39.490000","12.500"
"2022-06-16","2022-06-21","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2540000000","31.440000","8.000"
"2022-06-02","2022-06-06","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2360000000","33.900000","8.000"
"2022-05-19","2022-05-23","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2420000000","33.030000","8.000"
"2022-05-05","2022-05-09","EMPLOYEE 401(k)","","VTHRX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2390000000","33.500000","8.000"
